"id";"origination_date";"balance";"product";"region";"repayment_date"
2617;"2012-11-04";5389;"Super Loan";"North";"2012-11-23"
2618;"2012-04-09";8340;"Super Loan";"South";"2012-10-02"
2619;"2012-06-03";9960;"Super Loan";"East";"2012-12-26"
2620;"2012-11-23";4192;"Mega Loan";"South";"2012-12-31"
2621;"2012-10-07";6346;"Giga Loan";"West";""
2622;"2012-10-23";8010;"Giga Loan";"West";""
2623;"2012-01-30";2915;"Super Loan";"North";"2012-12-21"
2624;"2012-05-20";3129;"Mega Loan";"West";""
2625;"2012-12-03";3705;"Mega Loan";"East";""
2626;"2012-02-02";1279;"Giga Loan";"East";"2012-08-04"
2627;"2012-04-01";2580;"Super Loan";"North";"2012-09-21"
2628;"2012-05-30";7422;"Mega Loan";"East";"2012-12-23"
2629;"2012-10-27";5206;"Giga Loan";"South";""
2630;"2012-02-05";7619;"Mega Loan";"South";""
2631;"2012-09-07";3162;"Giga Loan";"East";""
2632;"2012-05-06";3210;"Giga Loan";"South";""
2633;"2012-02-24";4760;"Super Loan";"North";"2012-09-01"
2634;"2012-03-10";3829;"Giga Loan";"East";"2012-08-26"
2635;"2012-08-02";7643;"Giga Loan";"North";""
2636;"2012-07-19";6645;"Giga Loan";"East";""
2637;"2012-10-02";7122;"Mega Loan";"West";""
2638;"2012-09-14";1459;"Super Loan";"North";""
2639;"2012-04-29";6992;"Giga Loan";"South";""
2640;"2012-11-15";1557;"Giga Loan";"North";""
2641;"2012-11-18";9763;"Super Loan";"North";""
2642;"2012-10-20";8186;"Giga Loan";"North";""
2643;"2012-08-04";9274;"Mega Loan";"West";"2012-09-04"
2644;"2012-02-04";8187;"Mega Loan";"South";"2012-06-19"
2645;"2012-07-09";4718;"Giga Loan";"South";""
2646;"2012-06-20";1057;"Super Loan";"South";""
2647;"2012-12-27";9546;"Giga Loan";"North";""
2648;"2012-09-23";9107;"Mega Loan";"North";""
2649;"2012-06-03";8397;"Giga Loan";"East";"2012-12-13"
2650;"2012-09-15";9505;"Mega Loan";"West";""
2651;"2012-12-30";3299;"Giga Loan";"North";""
2652;"2012-05-10";4743;"Giga Loan";"South";""
2653;"2012-08-11";7514;"Mega Loan";"West";""
2654;"2012-07-30";5214;"Super Loan";"South";"2012-12-21"
2655;"2012-02-21";6872;"Super Loan";"West";""
2656;"2012-03-08";1218;"Super Loan";"East";""
2657;"2012-05-30";5493;"Super Loan";"North";""
2658;"2012-02-25";8453;"Mega Loan";"North";"2012-12-31"
2659;"2012-03-13";7640;"Super Loan";"North";"2012-05-22"
2660;"2012-05-30";9700;"Super Loan";"North";""
2661;"2012-06-05";6071;"Super Loan";"West";"2012-12-05"
2662;"2012-11-30";9802;"Mega Loan";"South";""
2663;"2012-09-07";2909;"Super Loan";"West";"2012-11-20"
2664;"2012-07-20";9832;"Giga Loan";"East";""
2665;"2012-07-22";3631;"Giga Loan";"North";""
2666;"2012-02-11";9552;"Super Loan";"East";""
2667;"2012-07-04";6476;"Super Loan";"West";""
2668;"2012-04-19";9754;"Giga Loan";"East";""
2669;"2012-07-10";1011;"Super Loan";"South";"2012-12-10"
2670;"2012-01-19";3468;"Mega Loan";"West";"2012-09-05"
2671;"2012-04-29";1310;"Super Loan";"South";""
2672;"2012-09-06";9775;"Mega Loan";"West";"2012-11-30"
2673;"2012-03-20";1653;"Giga Loan";"North";"2012-11-13"
2674;"2012-09-25";9585;"Super Loan";"South";""
2675;"2012-01-28";7961;"Giga Loan";"West";""
2676;"2012-02-16";5371;"Super Loan";"West";""
2677;"2012-01-08";9642;"Super Loan";"South";""
2678;"2012-11-29";7506;"Super Loan";"North";""
2679;"2012-09-05";4478;"Giga Loan";"East";""
2680;"2012-10-22";8039;"Giga Loan";"East";""
2681;"2012-09-17";7011;"Giga Loan";"North";""
2682;"2012-10-14";6777;"Mega Loan";"South";"2012-10-31"
2683;"2012-05-21";2781;"Mega Loan";"North";"2012-06-08"
2684;"2012-05-01";4525;"Super Loan";"East";"2012-12-09"
2685;"2012-12-16";1991;"Mega Loan";"East";""
2686;"2012-07-27";8654;"Mega Loan";"North";""
2687;"2012-08-11";4743;"Mega Loan";"North";""
2688;"2012-01-07";6485;"Mega Loan";"West";"2012-10-30"
2689;"2012-01-31";7107;"Mega Loan";"East";"2012-10-08"
2690;"2012-03-28";2383;"Super Loan";"East";""
2691;"2012-11-21";6184;"Giga Loan";"North";""
2692;"2012-08-26";3178;"Giga Loan";"South";""
2693;"2012-05-26";2185;"Giga Loan";"North";""
2694;"2012-08-11";8094;"Super Loan";"East";""
2695;"2012-01-08";3009;"Super Loan";"North";""
2696;"2012-04-24";4817;"Giga Loan";"South";"2012-10-25"
2697;"2012-05-03";7646;"Super Loan";"West";""
2698;"2012-12-12";8486;"Super Loan";"East";""
2699;"2012-03-06";4570;"Mega Loan";"North";""
2700;"2012-08-18";7657;"Mega Loan";"West";""
2701;"2012-08-28";1953;"Giga Loan";"East";""
2702;"2012-06-01";4881;"Super Loan";"North";""
2703;"2012-06-12";7431;"Mega Loan";"West";"2012-09-07"
2704;"2012-02-04";2607;"Super Loan";"West";""
2705;"2012-03-07";4465;"Mega Loan";"West";""
2706;"2012-09-05";5392;"Super Loan";"West";""
2707;"2012-09-09";6978;"Mega Loan";"North";""
2708;"2012-12-23";4106;"Giga Loan";"South";""
2709;"2012-11-21";2898;"Giga Loan";"East";""
2710;"2012-03-01";1456;"Giga Loan";"South";"2012-12-04"
2711;"2012-01-02";2144;"Giga Loan";"East";""
2712;"2012-08-22";8909;"Mega Loan";"West";""
2713;"2012-07-26";7234;"Giga Loan";"South";""
2714;"2012-01-23";3926;"Giga Loan";"South";"2012-10-04"
2715;"2012-11-12";3433;"Super Loan";"East";""
2716;"2012-11-17";8225;"Super Loan";"East";""
2717;"2012-11-19";2580;"Giga Loan";"West";""
2718;"2012-10-15";7177;"Giga Loan";"South";""
2719;"2012-09-23";4710;"Giga Loan";"East";""
2720;"2012-11-09";8688;"Giga Loan";"South";""
2721;"2012-03-18";8561;"Mega Loan";"North";""
2722;"2012-12-22";9895;"Super Loan";"West";"2012-12-30"
2723;"2012-11-12";1865;"Giga Loan";"East";""
2724;"2012-12-26";9747;"Mega Loan";"South";"2012-12-30"
2725;"2012-07-15";7988;"Super Loan";"East";""
2726;"2012-08-31";3874;"Super Loan";"West";""
2727;"2012-08-15";4563;"Mega Loan";"South";""
2728;"2012-11-15";5634;"Giga Loan";"East";""
2729;"2012-11-21";2360;"Mega Loan";"South";""
2730;"2012-12-07";8133;"Super Loan";"North";""
2731;"2012-08-13";3291;"Giga Loan";"East";""
2732;"2012-04-11";3313;"Super Loan";"East";""
2733;"2012-02-09";3013;"Super Loan";"East";""
2734;"2012-10-30";9723;"Super Loan";"South";""
2735;"2012-12-11";4920;"Giga Loan";"East";""
2736;"2012-09-27";6478;"Super Loan";"South";""
2737;"2012-03-21";5114;"Mega Loan";"West";"2012-10-10"
2738;"2012-01-21";1898;"Giga Loan";"South";""
2739;"2012-08-31";9585;"Super Loan";"East";"2012-09-04"
2740;"2012-11-02";7012;"Super Loan";"South";""
2741;"2012-03-10";2354;"Super Loan";"East";""
2742;"2012-09-25";1729;"Mega Loan";"West";""
2743;"2012-10-21";5921;"Super Loan";"South";""
2744;"2012-12-30";8588;"Super Loan";"East";""
2745;"2012-07-14";4656;"Mega Loan";"West";"2012-12-19"
2746;"2012-06-13";8355;"Super Loan";"North";""
2747;"2012-09-27";6813;"Giga Loan";"West";""
2748;"2012-08-26";6237;"Giga Loan";"North";""
2749;"2012-10-14";5531;"Giga Loan";"West";""
2750;"2012-09-03";1523;"Giga Loan";"South";"2012-11-29"
2751;"2012-03-01";4924;"Super Loan";"West";""
2752;"2012-11-19";4092;"Mega Loan";"East";""
2753;"2012-02-15";1417;"Mega Loan";"South";"2012-12-11"
2754;"2012-06-19";5789;"Super Loan";"South";"2012-11-20"
2755;"2012-12-22";3839;"Super Loan";"North";""
2756;"2012-12-26";8406;"Mega Loan";"East";""
2757;"2012-10-21";8664;"Mega Loan";"South";""
2758;"2012-12-19";7402;"Mega Loan";"West";""
2759;"2012-04-28";4039;"Giga Loan";"North";"2012-12-22"
2760;"2012-04-20";1023;"Giga Loan";"South";""
2761;"2012-11-21";5535;"Mega Loan";"East";""
2762;"2012-01-03";6331;"Super Loan";"West";"2012-08-17"
2763;"2012-06-22";3337;"Giga Loan";"North";""
2764;"2012-06-20";7549;"Super Loan";"West";"2012-08-09"
2765;"2012-02-19";6053;"Mega Loan";"South";""
2766;"2012-12-27";7257;"Super Loan";"South";""
2767;"2012-07-21";4027;"Giga Loan";"South";""
2768;"2012-09-05";1166;"Mega Loan";"West";""
2769;"2012-10-21";8155;"Super Loan";"South";""
2770;"2012-06-18";3611;"Mega Loan";"East";""
2771;"2012-06-12";7179;"Super Loan";"South";"2012-09-10"
2772;"2012-12-08";9510;"Giga Loan";"East";""
2773;"2012-03-01";4341;"Mega Loan";"South";"2012-12-02"
2774;"2012-11-09";3100;"Giga Loan";"East";""
2775;"2012-11-12";8098;"Giga Loan";"West";""
2776;"2012-05-04";7997;"Mega Loan";"South";"2012-11-02"
2777;"2012-11-27";1454;"Giga Loan";"West";""
2778;"2012-05-19";4911;"Mega Loan";"North";"2012-08-13"
2779;"2012-12-31";4234;"Giga Loan";"West";""
2780;"2012-08-21";5986;"Giga Loan";"North";""
2781;"2012-12-28";5434;"Super Loan";"West";""
2782;"2012-06-05";8158;"Mega Loan";"North";""
2783;"2012-06-30";9078;"Giga Loan";"South";""
2784;"2012-03-21";5852;"Giga Loan";"West";""
2785;"2012-03-31";3947;"Mega Loan";"West";"2012-10-04"
2786;"2012-01-29";2917;"Super Loan";"North";"2012-09-17"
2787;"2012-02-17";4257;"Giga Loan";"East";""
2788;"2012-12-09";2611;"Giga Loan";"West";"2012-12-15"
2789;"2012-12-01";9319;"Giga Loan";"East";""
2790;"2012-10-09";7297;"Mega Loan";"South";""
2791;"2012-12-14";2635;"Super Loan";"South";""
2792;"2012-07-15";4854;"Super Loan";"West";"2012-12-07"
2793;"2012-06-15";3627;"Super Loan";"South";"2012-12-14"
2794;"2012-03-28";4972;"Mega Loan";"West";""
2795;"2012-10-06";2402;"Giga Loan";"West";""
2796;"2012-08-01";8680;"Mega Loan";"South";""
2797;"2012-07-01";2229;"Mega Loan";"West";""
2798;"2012-04-18";5429;"Mega Loan";"West";"2012-12-30"
2799;"2012-02-11";8847;"Mega Loan";"South";"2012-07-27"
2800;"2012-04-17";9384;"Super Loan";"South";""
2801;"2012-03-12";8041;"Mega Loan";"East";"2012-06-27"
2802;"2012-01-18";6026;"Mega Loan";"South";""
2803;"2012-05-18";8894;"Giga Loan";"North";"2012-12-27"
2804;"2012-08-11";2381;"Super Loan";"East";""
2805;"2012-10-11";8126;"Super Loan";"East";""
2806;"2012-01-28";6992;"Super Loan";"East";"2012-09-30"
2807;"2012-06-29";9379;"Mega Loan";"North";"2012-10-20"
2808;"2012-08-02";8580;"Mega Loan";"East";"2012-12-23"
2809;"2012-07-11";1902;"Giga Loan";"South";""
2810;"2012-05-26";3612;"Giga Loan";"East";"2012-07-28"
2811;"2012-09-12";4565;"Super Loan";"South";""
2812;"2012-01-16";6336;"Super Loan";"South";"2012-03-24"
2813;"2012-12-28";1770;"Super Loan";"West";""
2814;"2012-03-10";3643;"Super Loan";"South";""
2815;"2012-11-07";2188;"Super Loan";"West";""
2816;"2012-06-16";4717;"Mega Loan";"West";""
2817;"2012-11-04";5560;"Super Loan";"West";""
2818;"2012-05-13";5445;"Mega Loan";"East";"2012-07-03"
2819;"2012-06-25";6329;"Giga Loan";"North";"2012-12-26"
2820;"2012-07-07";4879;"Mega Loan";"East";""
2821;"2012-05-10";2742;"Mega Loan";"East";"2012-09-25"
2822;"2012-12-26";7964;"Mega Loan";"North";""
2823;"2012-03-13";8733;"Giga Loan";"East";""
2824;"2012-10-17";5369;"Giga Loan";"East";""
2825;"2012-05-24";2935;"Mega Loan";"East";""
2826;"2012-01-03";1135;"Giga Loan";"South";""
2827;"2012-03-05";4049;"Giga Loan";"North";""
2828;"2012-04-14";4165;"Super Loan";"East";""
2829;"2012-05-19";5565;"Giga Loan";"South";"2012-09-02"
2830;"2012-04-07";2896;"Giga Loan";"North";""
2831;"2012-12-12";3549;"Mega Loan";"East";""
2832;"2012-04-10";3605;"Mega Loan";"East";""
2833;"2012-03-22";7922;"Super Loan";"West";""
2834;"2012-01-05";2442;"Mega Loan";"South";"2012-09-14"
2835;"2012-08-11";4987;"Giga Loan";"West";""
2836;"2012-12-17";6048;"Giga Loan";"South";""
2837;"2012-02-11";8434;"Mega Loan";"North";"2012-12-14"
2838;"2012-10-24";4366;"Mega Loan";"East";""
2839;"2012-07-08";4627;"Super Loan";"North";"2012-10-23"
2840;"2012-01-11";9336;"Giga Loan";"North";"2012-11-29"
2841;"2012-10-19";6979;"Super Loan";"North";""
2842;"2012-12-30";8193;"Giga Loan";"North";""
2843;"2012-01-29";5672;"Super Loan";"North";""
2844;"2012-02-21";7749;"Giga Loan";"North";""
2845;"2012-10-01";1836;"Super Loan";"West";"2012-11-06"
2846;"2012-09-08";6861;"Mega Loan";"North";""
2847;"2012-02-15";2466;"Super Loan";"East";"2012-12-19"
2848;"2012-06-26";6396;"Mega Loan";"North";"2012-08-29"
2849;"2012-08-06";2305;"Mega Loan";"West";""
2850;"2012-01-17";7795;"Giga Loan";"South";"2012-03-29"
2851;"2012-01-08";1275;"Giga Loan";"South";""
2852;"2012-03-04";4047;"Super Loan";"East";""
2853;"2012-12-12";5759;"Mega Loan";"North";""
2854;"2012-06-08";9009;"Mega Loan";"East";"2012-09-11"
2855;"2012-08-04";8417;"Giga Loan";"West";"2012-10-11"
2856;"2012-05-16";7695;"Mega Loan";"South";""
2857;"2012-06-29";9144;"Mega Loan";"East";""
2858;"2012-05-12";2466;"Giga Loan";"East";""
2859;"2012-08-24";1859;"Super Loan";"North";""
2860;"2012-01-10";4709;"Mega Loan";"North";"2012-05-29"
2861;"2012-11-25";4362;"Mega Loan";"South";""
2862;"2012-02-03";4408;"Super Loan";"South";""
2863;"2012-09-01";7315;"Giga Loan";"West";""
2864;"2012-05-13";2284;"Giga Loan";"West";"2012-07-13"
2865;"2012-01-26";5850;"Mega Loan";"South";"2012-06-12"
2866;"2012-06-22";2301;"Mega Loan";"West";""
2867;"2012-05-29";7332;"Giga Loan";"South";"2012-10-15"
2868;"2012-03-20";4284;"Giga Loan";"North";"2012-06-30"
2869;"2012-08-18";5668;"Mega Loan";"South";""
2870;"2012-10-26";1959;"Giga Loan";"North";""
2871;"2012-02-10";3620;"Mega Loan";"East";""
2872;"2012-08-09";2646;"Super Loan";"West";""
2873;"2012-07-23";9152;"Super Loan";"South";"2012-12-26"
2874;"2012-03-02";8293;"Giga Loan";"South";""
2875;"2012-06-19";9396;"Giga Loan";"East";""
2876;"2012-08-06";9988;"Mega Loan";"West";""
2877;"2012-11-24";5153;"Super Loan";"North";""
2878;"2012-05-20";1861;"Mega Loan";"West";"2012-09-24"
2879;"2012-04-06";6384;"Mega Loan";"North";"2012-10-24"
2880;"2012-10-31";6458;"Giga Loan";"North";""
2881;"2012-02-26";8657;"Mega Loan";"West";""
2882;"2012-06-01";6659;"Giga Loan";"North";""
2883;"2012-12-13";9506;"Super Loan";"South";""
2884;"2012-12-01";4415;"Super Loan";"North";""
2885;"2012-04-11";5668;"Mega Loan";"West";""
2886;"2012-10-17";7923;"Mega Loan";"West";""
2887;"2012-12-03";2109;"Giga Loan";"West";"2012-12-14"
2888;"2012-12-26";4812;"Mega Loan";"East";""
2889;"2012-05-14";9389;"Mega Loan";"East";""
2890;"2012-09-06";2968;"Super Loan";"East";"2012-12-11"
2891;"2012-05-04";8521;"Super Loan";"West";"2012-07-10"
2892;"2012-03-11";3751;"Mega Loan";"North";""
2893;"2012-12-19";6376;"Giga Loan";"East";"2012-12-26"
2894;"2012-10-20";5835;"Mega Loan";"West";""
2895;"2012-04-27";5035;"Super Loan";"East";""
2896;"2012-07-22";2226;"Super Loan";"East";"2012-10-06"
2897;"2012-12-08";7137;"Mega Loan";"North";""
2898;"2012-01-13";2367;"Giga Loan";"North";"2012-11-21"
2899;"2012-08-06";5510;"Super Loan";"West";"2012-12-24"
2900;"2012-06-18";2804;"Super Loan";"North";""
2901;"2012-09-06";3326;"Giga Loan";"South";""
2902;"2012-04-04";8130;"Giga Loan";"South";""
2903;"2012-08-27";4451;"Super Loan";"East";""
2904;"2012-02-01";2478;"Mega Loan";"East";""
2905;"2012-05-24";6422;"Mega Loan";"East";"2012-11-09"
2906;"2012-11-06";3846;"Mega Loan";"West";""
2907;"2012-01-18";2465;"Giga Loan";"South";""
2908;"2012-12-19";1574;"Super Loan";"West";""
2909;"2012-08-12";4707;"Giga Loan";"North";""
2910;"2012-03-28";7850;"Super Loan";"North";"2012-12-12"
2911;"2012-05-27";7033;"Mega Loan";"North";""
2912;"2012-05-27";3364;"Giga Loan";"North";""
2913;"2012-10-04";4508;"Giga Loan";"East";"2012-11-11"
2914;"2012-03-22";6538;"Mega Loan";"North";""
2915;"2012-05-20";6779;"Mega Loan";"South";""
2916;"2012-03-24";9177;"Super Loan";"South";""
2917;"2012-12-09";4461;"Giga Loan";"North";"2012-12-20"
2918;"2012-09-01";7889;"Giga Loan";"West";""
2919;"2012-09-23";3988;"Super Loan";"North";"2012-12-06"
2920;"2012-08-12";3849;"Super Loan";"West";""
2921;"2012-07-07";9857;"Giga Loan";"East";""
2922;"2012-11-06";2508;"Mega Loan";"East";""
2923;"2012-07-01";6600;"Mega Loan";"North";""
2924;"2012-07-27";6233;"Super Loan";"North";""
2925;"2012-08-01";7344;"Mega Loan";"South";""
2926;"2012-01-16";1635;"Mega Loan";"West";"2012-12-25"
2927;"2012-08-06";7459;"Super Loan";"South";""
2928;"2012-04-27";4480;"Giga Loan";"North";""
2929;"2012-11-16";3003;"Giga Loan";"North";""
2930;"2012-09-17";2968;"Giga Loan";"South";""
2931;"2012-03-23";6285;"Super Loan";"East";"2012-12-14"
2932;"2012-04-27";5329;"Mega Loan";"North";"2012-06-06"
2933;"2012-06-03";1098;"Giga Loan";"East";""
2934;"2012-10-03";9736;"Super Loan";"West";""
2935;"2012-09-26";6807;"Super Loan";"West";"2012-10-31"
2936;"2012-04-08";6520;"Mega Loan";"North";""
2937;"2012-10-29";3581;"Mega Loan";"North";""
2938;"2012-10-22";8273;"Super Loan";"South";""
2939;"2012-12-06";7095;"Super Loan";"North";""
2940;"2012-06-07";7289;"Giga Loan";"East";"2012-09-21"
2941;"2012-03-08";6122;"Giga Loan";"North";""
2942;"2012-07-01";4127;"Giga Loan";"South";"2012-11-21"
2943;"2012-11-29";9653;"Mega Loan";"West";""
2944;"2012-02-20";9631;"Giga Loan";"South";"2012-10-25"
2945;"2012-05-10";9666;"Super Loan";"West";"2012-11-25"
2946;"2012-01-18";6432;"Mega Loan";"West";"2012-08-07"
2947;"2012-10-13";8808;"Giga Loan";"South";""
2948;"2012-09-28";4126;"Super Loan";"East";""
2949;"2012-05-08";4320;"Mega Loan";"West";""
2950;"2012-05-09";2795;"Giga Loan";"West";""
2951;"2012-11-11";6975;"Giga Loan";"East";""
2952;"2012-05-02";4176;"Super Loan";"South";""
2953;"2012-09-26";4304;"Super Loan";"South";""
2954;"2012-01-05";3575;"Giga Loan";"West";"2012-09-01"
2955;"2012-07-08";9410;"Mega Loan";"West";""
2956;"2012-03-07";1647;"Super Loan";"East";"2012-10-03"
2957;"2012-11-28";4211;"Mega Loan";"West";""
2958;"2012-06-25";6868;"Mega Loan";"South";"2012-11-27"
2959;"2012-06-28";5128;"Mega Loan";"West";"2012-10-21"
2960;"2012-08-10";6214;"Mega Loan";"East";""
2961;"2012-06-17";8836;"Super Loan";"South";""
2962;"2012-06-05";1412;"Mega Loan";"East";""
2963;"2012-01-07";1543;"Mega Loan";"South";""
2964;"2012-06-12";8934;"Mega Loan";"East";""
2965;"2012-08-29";1147;"Giga Loan";"South";""
2966;"2012-06-12";7351;"Giga Loan";"West";"2012-09-25"
2967;"2012-06-01";5454;"Giga Loan";"South";""
2968;"2012-03-17";3728;"Mega Loan";"North";""
2969;"2012-12-02";5624;"Mega Loan";"West";""
2970;"2012-10-25";2548;"Super Loan";"North";""
2971;"2012-08-28";1017;"Super Loan";"West";""
2972;"2012-02-21";1745;"Giga Loan";"North";""
2973;"2012-09-02";5675;"Super Loan";"West";""
2974;"2012-05-21";9671;"Super Loan";"West";""
2975;"2012-03-26";1376;"Giga Loan";"North";"2012-12-29"
2976;"2012-01-03";5340;"Mega Loan";"North";"2012-09-11"
2977;"2012-08-23";6102;"Super Loan";"West";""
2978;"2012-12-07";9184;"Giga Loan";"West";""
2979;"2012-08-06";8467;"Super Loan";"South";""
2980;"2012-01-08";9422;"Giga Loan";"West";""
2981;"2012-03-06";1979;"Super Loan";"North";"2012-07-23"
2982;"2012-10-11";5441;"Giga Loan";"East";""
2983;"2012-03-30";3598;"Mega Loan";"South";"2012-12-27"
2984;"2012-09-29";5283;"Giga Loan";"West";""
2985;"2012-03-15";8017;"Giga Loan";"East";"2012-08-25"
2986;"2012-08-07";3007;"Super Loan";"West";"2012-12-11"
2987;"2012-07-22";5931;"Mega Loan";"South";"2012-11-18"
2988;"2012-06-04";2227;"Super Loan";"East";""
2989;"2012-05-09";8876;"Giga Loan";"South";"2012-11-16"
2990;"2012-05-20";1058;"Mega Loan";"South";""
2991;"2012-10-19";7442;"Giga Loan";"North";""
2992;"2012-04-12";7712;"Giga Loan";"South";""
2993;"2012-10-26";1470;"Giga Loan";"East";""
2994;"2012-02-06";7985;"Super Loan";"West";""
2995;"2012-08-05";6646;"Mega Loan";"North";""
2996;"2012-09-02";1618;"Mega Loan";"East";"2012-12-04"
2997;"2012-08-01";5335;"Giga Loan";"North";""
2998;"2012-05-13";2099;"Super Loan";"North";""
2999;"2012-06-07";4347;"Super Loan";"South";""
3000;"2012-12-27";9959;"Mega Loan";"North";""
3001;"2012-09-01";3647;"Super Loan";"South";"2012-11-11"
3002;"2012-06-29";4364;"Giga Loan";"South";""
3003;"2012-04-28";1704;"Mega Loan";"East";"2012-12-10"
3004;"2012-06-12";8323;"Super Loan";"West";""
3005;"2012-09-21";4034;"Giga Loan";"West";""
3006;"2012-04-06";2081;"Super Loan";"South";"2012-08-24"
3007;"2012-03-21";3663;"Super Loan";"North";""
3008;"2012-12-18";9136;"Giga Loan";"North";""
3009;"2012-10-02";1265;"Mega Loan";"South";""
3010;"2012-06-14";2129;"Super Loan";"North";""
3011;"2012-03-06";8558;"Super Loan";"North";""
3012;"2012-02-11";2244;"Super Loan";"North";"2012-10-14"
3013;"2012-07-27";6571;"Mega Loan";"West";""
3014;"2012-08-01";2156;"Mega Loan";"North";""
3015;"2012-07-31";6527;"Super Loan";"North";""
3016;"2012-08-20";4587;"Giga Loan";"East";""
3017;"2012-02-27";4164;"Super Loan";"North";""
3018;"2012-06-20";2458;"Super Loan";"North";""
3019;"2012-01-17";5815;"Super Loan";"North";"2012-12-01"
3020;"2012-02-26";3039;"Super Loan";"North";""
3021;"2012-09-28";2516;"Super Loan";"West";""
3022;"2012-04-15";3256;"Giga Loan";"East";"2012-12-21"
3023;"2012-12-14";9751;"Super Loan";"North";""
3024;"2012-12-29";2987;"Super Loan";"South";""
3025;"2012-04-24";1241;"Giga Loan";"South";""
3026;"2012-01-18";6396;"Super Loan";"South";""
3027;"2012-07-26";3606;"Mega Loan";"North";""
3028;"2012-03-31";5577;"Mega Loan";"West";"2012-05-06"
3029;"2012-08-19";7496;"Mega Loan";"West";"2012-12-08"
3030;"2012-02-20";6953;"Mega Loan";"North";""
3031;"2012-05-26";5536;"Giga Loan";"East";"2012-11-11"
3032;"2012-06-17";1143;"Super Loan";"West";""
3033;"2012-11-24";1316;"Giga Loan";"North";""
3034;"2012-01-13";6240;"Giga Loan";"West";"2012-12-10"
3035;"2012-11-03";8466;"Giga Loan";"West";""
3036;"2012-09-15";4351;"Super Loan";"North";""
3037;"2012-08-06";7322;"Mega Loan";"West";""
3038;"2012-07-16";2129;"Giga Loan";"East";""
3039;"2012-03-30";3487;"Super Loan";"East";""
3040;"2012-04-02";7587;"Mega Loan";"West";"2012-08-31"
3041;"2012-12-23";3258;"Mega Loan";"West";""
3042;"2012-01-16";2045;"Mega Loan";"West";""
3043;"2012-06-15";8831;"Giga Loan";"North";""
3044;"2012-09-04";8830;"Mega Loan";"West";""
3045;"2012-02-12";3201;"Giga Loan";"East";"2012-10-31"
3046;"2012-04-20";5358;"Giga Loan";"South";"2012-08-29"
3047;"2012-07-31";3416;"Super Loan";"East";"2012-11-24"
3048;"2012-01-26";6366;"Super Loan";"West";"2012-07-06"
3049;"2012-09-08";6817;"Mega Loan";"West";""
3050;"2012-06-02";8232;"Mega Loan";"West";"2012-09-21"
3051;"2012-04-14";8406;"Mega Loan";"East";""
3052;"2012-02-09";8333;"Super Loan";"North";"2012-11-22"
3053;"2012-02-13";1487;"Giga Loan";"East";"2012-09-08"
